track_id,cyanite_id,name,artist_name,duration,license_ccurl
1118121,libtr_01KVWV5JS8FBWFWMGB,Baldych - Lunar Path,Tunguska Electronic Music Society,352,http://creativecommons.org/licenses/by-nd/3.0/
1118122,libtr_01KVWV5JWK0AQ05XW3,Pianochocolate - Sacura,Tunguska Electronic Music Society,134,http://creativecommons.org/licenses/by-nd/3.0/
1118124,libtr_01KVWV5JWN5PSTPM42,Baldych - New Life,Tunguska Electronic Music Society,268,http://creativecommons.org/licenses/by-nd/3.0/
1118125,libtr_01KVWV5JXWDK6BB9CV,Art Project - Muza of Silence,Tunguska Electronic Music Society,412,http://creativecommons.org/licenses/by-nd/3.0/
1118126,libtr_01KVWV5JXZ4PGTA2C0,Pianochocolate - Lilac,Tunguska Electronic Music Society,248,http://creativecommons.org/licenses/by-nd/3.0/
1118127,libtr_01KVWV5JY6024AZVR9,Spartak Bourangoulov - Island of Jewels,Tunguska Electronic Music Society,416,http://creativecommons.org/licenses/by-nd/3.0/
136820,libtr_01KVWY6FHZ3TH4NQ0R,Sunrise Beach ( Original Mix),EIVISSA SALINAS feat. DJ HSERES,597,http://creativecommons.org/licenses/by-nc-nd/3.0/
621372,libtr_01KVXFDBRKD5QB4R0C,Radio GtrD (Original mix),J.Blasco,256,http://creativecommons.org/licenses/by-sa/3.0/
850063,libtr_01KVXJD9DAD5AA5ASJ,Turlututu (Original Mix),MediaLesco,345,http://creativecommons.org/licenses/by-nc-sa/3.0/
907353,libtr_01KVXK8N04V5MN26KB,Djfredse-Kepler (Original Mix),Djfredse,228,http://creativecommons.org/licenses/by-nc-sa/3.0/
912998,libtr_01KVXKAD4100TXG7JW,Ok24 (Original Mix),J.Blasco,394,http://creativecommons.org/licenses/by-nc/3.0/
923020,libtr_01KVXKGHJJA2CW6HF6,Kiosk (Original Mix),I-Enk,212,http://creativecommons.org/licenses/by-nd/3.0/
934078,libtr_01KVXKHAETT08GRBYE,Breaking Down (Original Mix),IceSun,380,http://creativecommons.org/licenses/by-nc-sa/3.0/
957205,libtr_01KVXKZBGPAM1KFCCX,Egipcia (Original Mix),Ivonne Carinni,308,http://creativecommons.org/licenses/by-nd/3.0/
144740,libtr_01KVWZ6NZ6D28W7832,Orient Express,Blancheneige Bazaar Orchestra,608,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/
496520,libtr_01KVXDZ6T7E2GX4K80,Jungle of Groove,Project Divinity,188,http://creativecommons.org/licenses/by-nc-sa/3.0/
496521,libtr_01KVXDZ6WZZFDGSV24,Oasis of Rhythm,Project Divinity,155,http://creativecommons.org/licenses/by-nc-sa/3.0/
496522,libtr_01KVXDZ6ZCAVD16MDZ,Go ahead and struti!,Project Divinity,240,http://creativecommons.org/licenses/by-nc-sa/3.0/
496523,libtr_01KVXDZ72FFJ6FF53H,Children of Sound,Project Divinity,223,http://creativecommons.org/licenses/by-nc-sa/3.0/
1041284,libtr_01KVWT49DXCYY92WAH,Facing East (Oriental Flute),SaReGaMa,245,http://creativecommons.org/licenses/by-nc-nd/3.0/
1170537,libtr_01KVWVYD5XAYB121FJ,Lost in space,Kirkegard,193,http://creativecommons.org/licenses/by-nc-sa/3.0/
1170653,libtr_01KVWVYF4QN3Y2MTT3,Cirrus,Orawirl,455,http://creativecommons.org/licenses/by-nc-sa/3.0/
478671,libtr_01KVXDSSH7K6EFHK00,First Noel,Maya Filipič,147,http://creativecommons.org/licenses/by-nc-nd/3.0/
700572,libtr_01KVXGDE5PMJWE5E95,Christmas Mix,Blik,119,http://creativecommons.org/licenses/by/3.0/
965307,libtr_01KVXM3VX5S0XQ15XD,A Christmas Dream ,Ronny Matthes (Gemafreie Musik - Weihnachtsmusik),135,http://creativecommons.org/licenses/by-nc-nd/3.0/
1083417,libtr_01KVWTNGJY5315QMAF,Lighthearted Christmas Guitar and Whistling,Akashic Records,90,http://creativecommons.org/licenses/by-nc-nd/3.0/
1083512,libtr_01KVWTNJT0VV24Y6R3,Have Yourself a Merry Little Christmas,Jason Silver,150,http://creativecommons.org/licenses/by-nc-nd/3.0/
1388259,libtr_01KVWYF3S8847SN1RR,Magical Christmas (Long Loop),AudioSphere,113,http://creativecommons.org/licenses/by-nc/3.0/
1393213,libtr_01KVWYGTVA7J83TSDQ,Inspiring christmas (Extended),OnionAudioProduction,187,http://creativecommons.org/licenses/by-nc-nd/3.0/
344325,libtr_01KVXCD4VRK928WB1C,First Dream,Alexander Stamenkovic,162,http://creativecommons.org/licenses/by-nc-sa/3.0/
442256,libtr_01KVXDDN8PS501JEEV,Christmas - Merry Christmas - Vom Himmel hoch (piano),Frozen Silence,92,http://creativecommons.org/licenses/by-nc-nd/3.0/
706142,libtr_01KVXGFB2ZTK0B37M7,Christmas Day,Tomasz Bylina,244,http://creativecommons.org/licenses/by-nc-nd/3.0/
815715,libtr_01KVXHXS3J6DYR59F3,Elixir of Innocence,PSICODREAMICS,273,http://creativecommons.org/licenses/by-nc-sa/3.0/
843409,libtr_01KVXJAZFVVKAAX63T,Christmas Eve: a sweet waiting,Stefano mocini,146,http://creativecommons.org/licenses/by-nc-sa/3.0/
863139,libtr_01KVXJMVW72QM4F6JF,Market and Stalls,Felixjd,252,http://creativecommons.org/licenses/by-sa/3.0/
688446,libtr_01KVXG8V7MSJNZJTVF,Open Cluster,Stellardrone,512,http://creativecommons.org/licenses/by-nc-nd/3.0/
771556,libtr_01KVXHCKDYHERQMGTA,Twilight,Stellardrone,256,http://creativecommons.org/licenses/by-nc-nd/3.0/
771558,libtr_01KVXHCKE692BJBK5R,Billions And Billions,Stellardrone,314,http://creativecommons.org/licenses/by-nc-nd/3.0/
771559,libtr_01KVXHCKFPANH4RRVF,Solar Eclipse,Stellardrone,207,http://creativecommons.org/licenses/by-nc-nd/3.0/
890077,libtr_01KVXK08D5PEBEMNJ0,Satellite,Stellardrone,197,http://creativecommons.org/licenses/by/3.0/
989071,libtr_01KVXMJGBW46KK7M95,Mutant Rises (Action),Grégoire Lourme,158,http://creativecommons.org/licenses/by-nd/3.0/
1052795,libtr_01KVWT8DPKRT8JM04B,Metamorphosis,Julien Lussiez,400,http://creativecommons.org/licenses/by-nc-sa/3.0/
1084190,libtr_01KVWTNY5TK2T0W67X,THE VACUUM OF SPACE IN THE SOUL (cinematic bed),Iliakulakow,191,http://creativecommons.org/licenses/by-nc-sa/3.0/
1091896,libtr_01KVWTT2EZXTTZ5NNG,The Deep violet,TOUCHING THE SPINE,204,http://creativecommons.org/licenses/by-sa/3.0/
268887,libtr_01KVXBJX1DD0NN8AJH,Peloton,Sonar,236,http://creativecommons.org/licenses/by-nc-sa/3.0/
268888,libtr_01KVXBJX21N492GBHD,Central station,Sonar,361,http://creativecommons.org/licenses/by-nc-sa/3.0/
268889,libtr_01KVXBJX37JC989Y5J,Monofob,Sonar,349,http://creativecommons.org/licenses/by-nc-sa/3.0/
268890,libtr_01KVXBJX5XNQDP47Q2,Popp,Sonar,323,http://creativecommons.org/licenses/by-nc-sa/3.0/
268891,libtr_01KVXBJX7B0W7CXCCB,Dubai,Sonar,314,http://creativecommons.org/licenses/by-nc-sa/3.0/
268893,libtr_01KVXBJXBX0P4VGWSQ,Üveg,Sonar,291,http://creativecommons.org/licenses/by-nc-sa/3.0/
268894,libtr_01KVXBJXH11NA0BZ69,Intro,Sonar,147,http://creativecommons.org/licenses/by-nc-sa/3.0/
268895,libtr_01KVXBJXHCE8JZ93N7,Kalamar,Sonar,318,http://creativecommons.org/licenses/by-nc-sa/3.0/
269159,libtr_01KVXBK19VYFXPQF6K,Deltroid,Sonar,312,http://creativecommons.org/licenses/by-nc-sa/3.0/
167270,libtr_01KVX2DVEW241DVGGX,Reflections on the gift of Caspar,The Persephone,141,http://creativecommons.org/licenses/by-nc-sa/3.0/
167271,libtr_01KVX2DVGES8ZJNDGZ,Contemplations,The Persephone,155,http://creativecommons.org/licenses/by-nc-sa/3.0/
167272,libtr_01KVX2DVH6B8DSR3V3,Contemplations (Reprise),The Persephone,155,http://creativecommons.org/licenses/by-nc-sa/3.0/
167273,libtr_01KVX2DVH3CGCYCES8,Reflections on the gift of Melchior,The Persephone,269,http://creativecommons.org/licenses/by-nc-sa/3.0/
167274,libtr_01KVX2DVQ1VE958GJP,Reflections on the gift of Balthasar,The Persephone,139,http://creativecommons.org/licenses/by-nc-sa/3.0/
167276,libtr_01KVX2DVXJXJ19Z2YG,Israel,The Persephone,404,http://creativecommons.org/licenses/by-nc-sa/3.0/
167277,libtr_01KVX2DW4V99TTEARE,"If Charlie Parker Was A Vetinary Surgeon, There'd Be A Whole Lotta Dead Kitty Cats",The Persephone,410,http://creativecommons.org/licenses/by-nc-sa/3.0/
167338,libtr_01KVX2EASY4QHXT6HA,Blues,The Persephone,167,http://creativecommons.org/licenses/by-nc-sa/3.0/
237615,libtr_01KVXB7TEHWWTARN9F,la pubertad,kensuke kobayashi,156,http://creativecommons.org/licenses/by-nc-sa/2.1/jp/
237617,libtr_01KVXB7TV844TQ32S5,nippon,kensuke kobayashi,88,http://creativecommons.org/licenses/by-nc-sa/2.1/jp/
237619,libtr_01KVXB7TY0WSPNSW6X,frevo,kensuke kobayashi,109,http://creativecommons.org/licenses/by-nc-sa/2.1/jp/
237620,libtr_01KVXB7V0P6MFCGXVS,19999live,kensuke kobayashi,172,http://creativecommons.org/licenses/by-nc-sa/2.1/jp/
237632,libtr_01KVXB7V2FCFSFA5C8,translucida,kensuke kobayashi,126,http://creativecommons.org/licenses/by-nc-sa/2.1/jp/
372462,libtr_01KVXCPHB153EPH8KG,Cerrado ,Silvio Gallucci,280,http://creativecommons.org/licenses/by-nc-nd/3.0/
372469,libtr_01KVXCPHDWMDAD3V8C,Quiet Afternoon ,Silvio Gallucci,308,http://creativecommons.org/licenses/by-nc-nd/3.0/
372494,libtr_01KVXCPHFCF4172TM6,Triste ,Silvio Gallucci,189,http://creativecommons.org/licenses/by-nc-nd/3.0/
217540,libtr_01KVXAZF9EBJ48KT6S,Primeros Rayos De Luz,DavidKBD,274,http://creativecommons.org/licenses/by-sa/3.0/
217557,libtr_01KVXAZFANR7W2N0VE,Outro,DavidKBD,130,http://creativecommons.org/licenses/by-sa/3.0/
217562,libtr_01KVXAZFFJ7113G4BA,Sudor Y Tierra Seca,DavidKBD,127,http://creativecommons.org/licenses/by-sa/3.0/
217568,libtr_01KVXAZFGK2N10F6QZ,La Sombra De Un Haya,DavidKBD,139,http://creativecommons.org/licenses/by-sa/3.0/
217576,libtr_01KVXAZFKTG9YM7EDM,La Tormenta Rompio La Calma,DavidKBD,114,http://creativecommons.org/licenses/by-sa/3.0/
217579,libtr_01KVXAZFQC2C86C5R2,Crepusculo,DavidKBD,161,http://creativecommons.org/licenses/by-sa/3.0/
217584,libtr_01KVXAZFRJQH6NR355,Litha,DavidKBD,275,http://creativecommons.org/licenses/by-sa/3.0/
217592,libtr_01KVXAZFT3BAMT2R8S,Lagrimas De San Lorenzo,DavidKBD,165,http://creativecommons.org/licenses/by-sa/3.0/
217595,libtr_01KVXAZFVMWF2BH4CK,Intro,DavidKBD,88,http://creativecommons.org/licenses/by-sa/3.0/
267747,libtr_01KVXBJMG66MKC1QMW,Great Moves,SONIC MYSTERY,174,http://creativecommons.org/licenses/by-nc-nd/3.0/
267762,libtr_01KVXBJMJBKBE9E7PN,Easy Going,SONIC MYSTERY,106,http://creativecommons.org/licenses/by-nc-nd/3.0/
267771,libtr_01KVXBJMPX4S2DA2X0,Black Sheep,SONIC MYSTERY,147,http://creativecommons.org/licenses/by-nc-nd/3.0/
267796,libtr_01KVXBJMSTG0DAHC1K,Stay Tuned,SONIC MYSTERY,162,http://creativecommons.org/licenses/by-nc-nd/3.0/
267872,libtr_01KVXBJN22G9ZNRSX8,Lost in Space,SONIC MYSTERY,136,http://creativecommons.org/licenses/by-nc-nd/3.0/
267877,libtr_01KVXBJN40T64FJCZF,Orgasmic Waves,SONIC MYSTERY,98,http://creativecommons.org/licenses/by-nc-nd/3.0/
267904,libtr_01KVXBJNBVP7881VGC,You Can Do It,SONIC MYSTERY,120,http://creativecommons.org/licenses/by-nc-nd/3.0/
267949,libtr_01KVXBJNTJBM0ZQ5T3,Lioness,SONIC MYSTERY,88,http://creativecommons.org/licenses/by-nc-nd/3.0/
273622,libtr_01KVXBN0GRR4S62P63,On the Move,OCD,222,http://creativecommons.org/licenses/by-sa/2.0/de/
273624,libtr_01KVXBN0JCW6WT0SHT,Transparency (Intro),OCD,107,http://creativecommons.org/licenses/by-sa/2.0/de/
273625,libtr_01KVXBN0N2AVJXJ7F3,Floyd,OCD,198,http://creativecommons.org/licenses/by-sa/2.0/de/
273626,libtr_01KVXBN0N59VCB0QXF,Unflug,OCD,271,http://creativecommons.org/licenses/by-sa/2.0/de/
273627,libtr_01KVXBN0PQJCPANRGC,Holiday feeling,OCD,235,http://creativecommons.org/licenses/by-sa/2.0/de/
273628,libtr_01KVXBN102R6JZC5MB,Dreamwave (Bonus),OCD,317,http://creativecommons.org/licenses/by-sa/2.0/de/
273629,libtr_01KVXBN11KG1E43SD4,In a Club,OCD,298,http://creativecommons.org/licenses/by-sa/2.0/de/
273630,libtr_01KVXBN11PSD6CSB0F,Big Blues (Bonus),OCD,276,http://creativecommons.org/licenses/by-sa/2.0/de/
273631,libtr_01KVXBN162Y8SATJ1J,Without a boarder,OCD,284,http://creativecommons.org/licenses/by-sa/2.0/de/
508208,libtr_01KVXE3GC5NTN922H0,On the Move Remix,OCD,312,http://creativecommons.org/licenses/by-sa/2.0/de/
167043,libtr_01KVX2CM585SP4ZBRG,Doshmy Laraion,Roger Subirana Mata,284,http://creativecommons.org/licenses/by-nc-sa/3.0/
167048,libtr_01KVX2CNABCBTEA41F,Na Llu,Roger Subirana Mata,321,http://creativecommons.org/licenses/by-nc-sa/3.0/
167225,libtr_01KVX2DMDZRW2RTQVK,Nysfan,Roger Subirana Mata,239,http://creativecommons.org/licenses/by-nc-sa/3.0/
